"ID","Age","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EmployeeCount","EmployeeNumber","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","Over18","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","Attrition"
"1395",22,"Travel_Rarely",1230,"Research & Development",1,"Two","Life Sciences","1","872","Very High","Male",33,"Medium","Two","Manufacturing Director","Very High","Married",4775,19146,6,"Y","No",22,"Outstanding","Low","80","Two",4,2,"Bad",2,2,2,2,"No"
"1396",35,"Travel_Rarely",1276,"Research & Development",16,"Three","Life Sciences","1","586","Very High","Male",72,"High","Three","Healthcare Representative","High","Married",7632,14295,4,"Y","Yes",12,"Excellent","High","80","Zero",10,2,"Good",8,7,0,0,"Yes"
"1397",35,"Travel_Frequently",482,"Research & Development",4,"Four","Life Sciences","1","1350","High","Male",87,"High","Two","Research Scientist","High","Single",4249,2690,1,"Y","Yes",11,"Excellent","Medium","80","Zero",9,3,"Good",9,6,1,1,"No"
"1398",35,"Travel_Frequently",1199,"Research & Development",18,"Four","Life Sciences","1","2049","High","Male",80,"High","Two","Healthcare Representative","High","Married",5689,24594,1,"Y","Yes",14,"Excellent","Very High","80","Two",10,2,"Best",10,2,0,2,"No"
"1399",40,"Travel_Rarely",1124,"Sales",1,"Two","Medical","1","453","Medium","Male",57,"Low","Two","Sales Executive","Very High","Married",7457,13273,2,"Y","Yes",22,"Outstanding","High","80","Three",6,2,"Better",4,3,0,2,"No"
"1400",37,"Travel_Rarely",1107,"Research & Development",14,"Three","Life Sciences","1","515","Very High","Female",95,"High","One","Laboratory Technician","Low","Divorced",3034,26914,1,"Y","No",12,"Excellent","High","80","One",18,2,"Better",18,7,12,17,"No"
"1401",35,"Travel_Rarely",104,"Research & Development",2,"Three","Life Sciences","1","1569","Low","Female",69,"High","One","Laboratory Technician","Low","Divorced",2074,26619,1,"Y","Yes",12,"Excellent","Very High","80","One",1,2,"Good",1,0,0,0,"Yes"
"1402",25,"Travel_Rarely",141,"Sales",3,"One","Other","1","879","High","Male",98,"High","Two","Sales Executive","Low","Married",4194,14363,1,"Y","Yes",18,"Excellent","Very High","80","Zero",5,3,"Good",5,3,0,3,"Yes"
"1403",44,"Travel_Rarely",1199,"Research & Development",4,"Two","Life Sciences","1","1288","High","Male",92,"Very High","Five","Manager","Low","Divorced",19190,17477,1,"Y","No",14,"Excellent","Very High","80","Two",26,4,"Better",25,9,14,13,"No"
"1404",35,"Travel_Rarely",144,"Research & Development",22,"Three","Life Sciences","1","577","Very High","Male",46,"Low","One","Laboratory Technician","High","Single",4230,19225,0,"Y","No",15,"Excellent","High","80","Zero",6,2,"Good",5,4,4,3,"Yes"
"1405",31,"Travel_Frequently",754,"Sales",26,"Four","Marketing","1","1967","Low","Male",63,"High","Two","Sales Executive","Very High","Married",5617,21075,1,"Y","Yes",11,"Excellent","High","80","Zero",10,4,"Good",10,7,0,8,"No"
"1406",35,"Travel_Rarely",1258,"Research & Development",1,"Four","Life Sciences","1","826","Very High","Female",40,"Very High","One","Research Scientist","High","Single",2506,13301,3,"Y","No",13,"Excellent","High","80","Zero",7,0,"Good",2,2,2,2,"No"
"1407",33,"Travel_Rarely",924,"Research & Development",2,"Three","Medical","1","39","High","Male",78,"High","One","Laboratory Technician","Very High","Single",2496,6670,4,"Y","No",11,"Excellent","Very High","80","Zero",7,3,"Good",1,1,0,0,"No"
"1408",29,"Travel_Rarely",441,"Research & Development",8,"One","Other","1","1544","High","Female",39,"Low","Two","Healthcare Representative","Low","Married",9715,7288,3,"Y","No",13,"Excellent","High","80","One",9,3,"Good",7,7,0,7,"No"
"1409",55,"Travel_Rarely",452,"Research & Development",1,"Three","Medical","1","374","Very High","Male",81,"High","Five","Manager","Low","Single",19045,18938,0,"Y","Yes",14,"Excellent","High","80","Zero",37,2,"Good",36,10,4,13,"No"
"1410",55,"Travel_Rarely",1117,"Sales",18,"Five","Life Sciences","1","597","Low","Female",83,"High","Four","Manager","Medium","Single",16835,9873,3,"Y","No",23,"Outstanding","Very High","80","Zero",37,2,"Good",10,9,7,7,"No"
"1411",22,"Travel_Rarely",581,"Research & Development",1,"Two","Life Sciences","1","2007","Very High","Male",63,"High","One","Research Scientist","High","Single",3375,17624,0,"Y","No",12,"Excellent","Very High","80","Zero",4,2,"Best",3,2,1,2,"No"
"1412",32,"Non-Travel",953,"Research & Development",5,"Four","Technical Degree","1","1764","Medium","Male",65,"High","One","Research Scientist","Medium","Single",2718,17674,2,"Y","No",14,"Excellent","Medium","80","Zero",12,3,"Good",7,7,0,7,"No"
"1413",50,"Travel_Rarely",1464,"Research & Development",2,"Four","Medical","1","1061","Medium","Male",62,"High","Five","Research Director","High","Married",19237,12853,2,"Y","Yes",11,"Excellent","Very High","80","One",29,2,"Better",8,1,7,7,"No"
"1414",36,"Travel_Rarely",1174,"Sales",3,"Four","Marketing","1","1425","Low","Female",99,"High","Two","Sales Executive","Medium","Single",9278,20763,3,"Y","Yes",16,"Excellent","Very High","80","Zero",15,3,"Good",5,4,0,1,"Yes"
"1415",40,"Travel_Frequently",1395,"Research & Development",26,"Three","Medical","1","202","Medium","Female",54,"High","Two","Research Scientist","Medium","Divorced",5605,8504,1,"Y","No",11,"Excellent","Low","80","One",20,2,"Good",20,7,2,13,"No"
"1416",33,"Travel_Frequently",827,"Research & Development",1,"Four","Other","1","998","High","Female",84,"Very High","Two","Healthcare Representative","Medium","Married",5488,20161,1,"Y","Yes",13,"Excellent","Low","80","One",6,2,"Good",6,5,1,2,"No"
"1417",31,"Travel_Frequently",523,"Research & Development",2,"Three","Life Sciences","1","1464","Medium","Male",94,"High","One","Laboratory Technician","Very High","Married",3722,21081,6,"Y","Yes",13,"Excellent","High","80","One",7,2,"Bad",2,2,2,2,"Yes"
"1418",26,"Travel_Rarely",991,"Research & Development",6,"Three","Life Sciences","1","686","High","Female",71,"High","One","Laboratory Technician","Very High","Married",2659,17759,1,"Y","Yes",13,"Excellent","High","80","One",3,2,"Good",3,2,0,2,"No"
"1419",31,"Travel_Frequently",1445,"Research & Development",1,"Five","Life Sciences","1","1459","High","Female",100,"Very High","Three","Manufacturing Director","Medium","Single",7446,8931,1,"Y","No",11,"Excellent","Low","80","Zero",10,2,"Good",10,8,4,7,"No"
"1420",35,"Travel_Rarely",735,"Research & Development",6,"One","Life Sciences","1","1291","High","Male",66,"High","One","Research Scientist","High","Married",3506,6020,0,"Y","Yes",14,"Excellent","Very High","80","Zero",4,3,"Good",3,2,2,2,"Yes"
"1421",33,"Travel_Rarely",1017,"Research & Development",25,"Three","Medical","1","1108","Low","Male",55,"Medium","One","Research Scientist","Medium","Single",2313,2993,4,"Y","Yes",20,"Outstanding","Medium","80","Zero",5,0,"Good",2,2,2,2,"Yes"
"1422",41,"Non-Travel",247,"Research & Development",7,"One","Life Sciences","1","1035","Medium","Female",55,"Low","Five","Research Director","High","Divorced",19973,20284,1,"Y","No",22,"Outstanding","Medium","80","Two",21,3,"Good",21,16,5,10,"No"
"1423",41,"Travel_Rarely",427,"Human Resources",10,"Four","Human Resources","1","731","Medium","Male",73,"Medium","Five","Manager","Very High","Divorced",19141,8861,3,"Y","No",15,"Excellent","Medium","80","Three",23,2,"Better",21,6,12,6,"No"
"1424",27,"Non-Travel",443,"Research & Development",3,"Three","Medical","1","850","Very High","Male",50,"High","One","Research Scientist","Very High","Married",1706,16571,1,"Y","No",11,"Excellent","High","80","Three",0,6,"Better",0,0,0,0,"No"
"1425",46,"Travel_Rarely",406,"Sales",3,"One","Marketing","1","1124","Low","Male",52,"High","Four","Manager","High","Married",17465,15596,3,"Y","No",12,"Excellent","Very High","80","One",23,3,"Good",12,9,4,9,"No"
"1426",50,"Travel_Rarely",1046,"Research & Development",10,"Three","Technical Degree","1","491","Very High","Male",100,"Medium","Three","Healthcare Representative","Very High","Single",10496,2755,6,"Y","No",15,"Excellent","Very High","80","Zero",20,2,"Good",4,3,1,3,"No"
"1427",45,"Travel_Frequently",1199,"Research & Development",7,"Four","Life Sciences","1","341","Low","Male",77,"Very High","Two","Manufacturing Director","High","Married",6434,5118,4,"Y","No",17,"Excellent","Very High","80","One",9,1,"Good",3,2,0,2,"No"
"1428",30,"Non-Travel",879,"Research & Development",9,"Two","Medical","1","1298","High","Female",72,"High","Two","Manufacturing Director","High","Single",4695,12858,7,"Y","Yes",18,"Excellent","High","80","Zero",10,3,"Good",8,4,1,7,"No"
"1429",26,"Travel_Rarely",950,"Sales",4,"Four","Marketing","1","401","Very High","Male",48,"Medium","Two","Sales Executive","Very High","Single",5828,8450,1,"Y","Yes",12,"Excellent","Medium","80","Zero",8,0,"Good",8,7,7,4,"No"
"1430",40,"Travel_Rarely",1137,"Research & Development",1,"Four","Life Sciences","1","1892","Low","Male",98,"High","Four","Manager","Low","Divorced",16823,18991,2,"Y","No",11,"Excellent","Low","80","One",22,3,"Good",19,7,11,16,"No"
"1431",55,"Travel_Rarely",1136,"Research & Development",1,"Four","Medical","1","1424","Medium","Male",81,"Very High","Four","Research Director","Very High","Divorced",14732,12414,2,"Y","No",13,"Excellent","Very High","80","Two",31,4,"Best",7,7,0,0,"No"
"1432",31,"Non-Travel",587,"Sales",2,"Four","Life Sciences","1","1324","Very High","Female",57,"High","Three","Sales Executive","High","Divorced",9852,8935,1,"Y","Yes",19,"Excellent","Low","80","One",10,5,"Better",10,8,9,6,"Yes"
"1433",33,"Non-Travel",722,"Sales",17,"Three","Life Sciences","1","992","Very High","Male",38,"High","Four","Manager","High","Single",17444,20489,1,"Y","No",11,"Excellent","Very High","80","Zero",10,2,"Good",10,8,6,0,"No"
"1434",50,"Travel_Frequently",878,"Sales",1,"Four","Life Sciences","1","2044","Medium","Male",94,"High","Two","Sales Executive","High","Divorced",6728,14255,7,"Y","No",12,"Excellent","Very High","80","Two",12,3,"Good",6,3,0,1,"No"
"1435",24,"Non-Travel",673,"Research & Development",11,"Two","Other","1","26","Low","Female",96,"Very High","Two","Manufacturing Director","High","Divorced",4011,8232,0,"Y","No",18,"Excellent","Very High","80","One",5,5,"Better",4,2,1,3,"No"
"1436",45,"Travel_Rarely",950,"Research & Development",28,"Three","Technical Degree","1","1546","Very High","Male",97,"High","One","Research Scientist","Very High","Married",2132,4585,4,"Y","No",20,"Outstanding","Very High","80","One",8,3,"Good",5,4,0,3,"No"
"1437",53,"Travel_Rarely",1395,"Research & Development",24,"Four","Medical","1","1689","Medium","Male",48,"Very High","Three","Healthcare Representative","Very High","Married",7005,3458,3,"Y","No",15,"Excellent","High","80","Zero",11,2,"Good",4,3,1,2,"No"
"1438",31,"Travel_Rarely",525,"Sales",6,"Four","Medical","1","653","Low","Male",66,"Very High","Two","Sales Executive","Very High","Divorced",5460,6219,4,"Y","No",22,"Outstanding","Very High","80","Two",13,4,"Best",7,7,5,7,"No"
"1439",39,"Non-Travel",592,"Research & Development",2,"Three","Life Sciences","1","1458","Low","Female",54,"Medium","One","Laboratory Technician","Low","Single",3646,17181,2,"Y","Yes",23,"Outstanding","Medium","80","Zero",11,2,"Best",1,0,0,0,"Yes"
"1440",35,"Travel_Rarely",583,"Research & Development",25,"Four","Medical","1","1014","High","Female",57,"High","Three","Healthcare Representative","High","Divorced",10388,6975,1,"Y","Yes",11,"Excellent","High","80","One",16,3,"Better",16,10,10,1,"No"
"1441",38,"Travel_Rarely",723,"Sales",2,"Four","Marketing","1","1835","Medium","Female",77,"Low","Two","Sales Representative","Very High","Married",5405,4244,2,"Y","Yes",20,"Outstanding","Low","80","Two",20,4,"Better",4,2,0,3,"No"
"1442",23,"Travel_Rarely",1243,"Research & Development",6,"Three","Life Sciences","1","811","High","Male",63,"Very High","One","Laboratory Technician","Low","Married",1601,3445,1,"Y","Yes",21,"Outstanding","High","80","Two",1,2,"Good",0,0,0,0,"Yes"
"1443",31,"Non-Travel",325,"Research & Development",5,"Three","Medical","1","2057","Medium","Male",74,"High","Two","Manufacturing Director","Low","Single",9936,3787,0,"Y","No",19,"Excellent","Medium","80","Zero",10,2,"Good",9,4,1,7,"No"
"1444",21,"Travel_Rarely",156,"Sales",12,"Three","Life Sciences","1","494","High","Female",90,"Very High","One","Sales Representative","Medium","Single",2716,25422,1,"Y","No",15,"Excellent","Very High","80","Zero",1,0,"Good",1,0,0,0,"Yes"
"1445",19,"Travel_Rarely",489,"Human Resources",2,"Two","Technical Degree","1","566","Low","Male",52,"Medium","One","Human Resources","Very High","Single",2564,18437,1,"Y","No",12,"Excellent","High","80","Zero",1,3,"Best",1,0,0,0,"Yes"
"1446",29,"Travel_Rarely",592,"Research & Development",7,"Three","Life Sciences","1","1883","Very High","Male",59,"High","One","Laboratory Technician","Low","Single",2062,19384,3,"Y","No",14,"Excellent","Medium","80","Zero",11,2,"Good",3,2,1,2,"Yes"
"1447",26,"Travel_Frequently",1283,"Sales",1,"Three","Medical","1","956","High","Male",52,"Medium","Two","Sales Executive","Low","Single",4294,11148,1,"Y","No",12,"Excellent","Medium","80","Zero",7,2,"Good",7,7,0,7,"No"
"1448",43,"Travel_Rarely",574,"Research & Development",11,"Three","Life Sciences","1","1971","Low","Male",30,"High","Three","Healthcare Representative","High","Married",7510,16873,1,"Y","No",17,"Excellent","Medium","80","One",10,1,"Good",10,9,0,9,"No"
"1449",32,"Travel_Rarely",371,"Sales",19,"Three","Life Sciences","1","1739","Very High","Male",80,"Low","Three","Sales Executive","High","Married",9610,3840,3,"Y","No",13,"Excellent","High","80","One",10,2,"Bad",4,3,0,2,"Yes"
"1450",22,"Travel_Rarely",534,"Research & Development",15,"Three","Medical","1","144","Medium","Female",59,"High","One","Laboratory Technician","Very High","Single",2871,23785,1,"Y","No",15,"Excellent","High","80","Zero",1,5,"Good",0,0,0,0,"No"
"1451",28,"Travel_Rarely",1404,"Research & Development",17,"Three","Technical Degree","1","1960","High","Male",32,"Medium","One","Laboratory Technician","Very High","Divorced",2367,18779,5,"Y","No",12,"Excellent","Low","80","One",6,2,"Better",4,1,0,3,"Yes"
"1452",29,"Travel_Frequently",806,"Research & Development",1,"Four","Life Sciences","1","710","Medium","Male",76,"Low","One","Research Scientist","Very High","Divorced",2720,18959,1,"Y","No",18,"Excellent","Very High","80","One",10,5,"Good",10,7,2,8,"No"
"1453",54,"Travel_Rarely",1082,"Sales",2,"Four","Life Sciences","1","1070","High","Female",41,"Medium","Three","Sales Executive","High","Married",10686,8392,6,"Y","No",11,"Excellent","Medium","80","One",13,4,"Good",9,4,7,0,"No"
"1454",56,"Travel_Frequently",1240,"Research & Development",9,"Three","Medical","1","1071","Low","Female",63,"High","One","Research Scientist","High","Married",2942,12154,2,"Y","No",19,"Excellent","Medium","80","One",18,4,"Good",5,4,0,3,"No"
"1455",29,"Travel_Frequently",115,"Sales",13,"Three","Technical Degree","1","1487","Low","Female",51,"High","Two","Sales Executive","Medium","Single",5765,17485,5,"Y","No",11,"Excellent","Low","80","Zero",7,4,"Bad",5,3,0,0,"Yes"
"1456",23,"Travel_Rarely",1320,"Research & Development",8,"One","Medical","1","1684","Very High","Male",93,"Medium","One","Laboratory Technician","High","Single",3989,20586,1,"Y","Yes",11,"Excellent","Low","80","Zero",5,2,"Good",5,4,1,2,"Yes"
"1457",41,"Travel_Rarely",1085,"Research & Development",2,"Four","Life Sciences","1","927","Medium","Female",57,"Low","One","Laboratory Technician","Very High","Divorced",2778,17725,4,"Y","Yes",13,"Excellent","High","80","One",10,1,"Better",7,7,1,0,"No"
"1458",27,"Travel_Rarely",1220,"Research & Development",5,"Three","Life Sciences","1","434","High","Female",85,"High","One","Research Scientist","Medium","Single",2478,20938,1,"Y","Yes",12,"Excellent","Medium","80","Zero",4,2,"Better",4,3,1,2,"Yes"
"1459",44,"Travel_Frequently",920,"Research & Development",24,"Three","Life Sciences","1","392","Very High","Male",43,"High","One","Laboratory Technician","High","Divorced",3161,19920,3,"Y","Yes",22,"Outstanding","Very High","80","One",19,0,"Bad",1,0,0,0,"Yes"
"1460",22,"Travel_Rarely",604,"Research & Development",6,"One","Medical","1","675","Low","Male",69,"High","One","Research Scientist","High","Married",2773,12145,0,"Y","No",20,"Outstanding","Very High","80","Zero",3,3,"Good",2,2,2,2,"Yes"
"1461",44,"Travel_Rarely",625,"Research & Development",4,"Three","Medical","1","852","Very High","Male",50,"High","Two","Healthcare Representative","Medium","Single",5933,5197,9,"Y","No",12,"Excellent","Very High","80","Zero",10,2,"Better",5,2,2,3,"No"
"1462",37,"Travel_Rarely",571,"Research & Development",10,"One","Life Sciences","1","802","Very High","Female",82,"High","One","Research Scientist","Low","Divorced",2782,19905,0,"Y","Yes",13,"Excellent","Medium","80","Two",6,3,"Better",5,3,4,3,"No"
"1463",30,"Travel_Rarely",241,"Research & Development",7,"Three","Medical","1","1609","Medium","Male",48,"Medium","One","Research Scientist","Medium","Married",2141,5348,1,"Y","No",12,"Excellent","Medium","80","One",6,3,"Better",6,4,1,1,"No"
"1464",49,"Travel_Frequently",1023,"Sales",2,"Three","Medical","1","2065","Very High","Male",63,"Medium","Two","Sales Executive","Medium","Married",5390,13243,2,"Y","No",14,"Excellent","Very High","80","Zero",17,3,"Better",9,6,0,8,"No"
"1465",26,"Travel_Rarely",474,"Research & Development",3,"Three","Life Sciences","1","1581","Low","Female",89,"High","One","Research Scientist","Very High","Married",2061,11133,1,"Y","No",21,"Outstanding","Low","80","Zero",1,5,"Good",1,0,0,0,"Yes"
"1466",36,"Travel_Rarely",938,"Research & Development",2,"Four","Medical","1","958","High","Male",79,"High","One","Laboratory Technician","High","Single",2519,12287,4,"Y","No",21,"Outstanding","High","80","Zero",16,6,"Good",11,8,3,9,"No"
"1467",32,"Travel_Rarely",1093,"Sales",6,"Four","Medical","1","125","Medium","Male",87,"High","Two","Sales Executive","High","Single",5010,24301,1,"Y","No",16,"Excellent","Low","80","Zero",12,0,"Good",11,8,5,7,"No"
"1468",26,"Travel_Rarely",1357,"Research & Development",25,"Three","Life Sciences","1","55","Low","Male",48,"Low","One","Laboratory Technician","High","Single",2293,10558,1,"Y","No",12,"Excellent","High","80","Zero",1,2,"Better",1,0,0,1,"Yes"
"1469",45,"Travel_Rarely",252,"Research & Development",1,"Three","Other","1","336","High","Male",70,"Very High","Five","Manager","Very High","Married",19202,15970,0,"Y","No",11,"Excellent","High","80","One",25,2,"Good",24,0,1,7,"No"
"1470",47,"Travel_Rarely",249,"Sales",2,"Two","Marketing","1","903","High","Female",35,"High","Two","Sales Executive","Very High","Married",4537,17783,0,"Y","Yes",22,"Outstanding","Low","80","One",8,2,"Good",7,6,7,7,"No"
